year;imdb;budget;domgross;intgross;budget_2013;domgross_2013;intgross_2013;binary
1998;tt0144120;25000000;32404188;50692188;35728308;46309872;72445844;FAIL
2013;tt1272878;61000000;75612460;132493015;61000000;75612460;132493015;FAIL
2011;tt0780504;15000000;35060689;78054825;15535362;36312033;80840663;FAIL
2009;tt0962736;35000000;11001272;31878891;38000606;11944429;34611919;PASS
1978;tt0077975;3000000;141600000;141600000;10712118;505611968;505611968;FAIL
2007;tt0337978;110000000;134529403;383531464;123589783;151149634;430914277;FAIL
1989;tt0097742;42000000;34667015;156167015;78942731;65159735;293529779;FAIL
2011;tt1092026;40000000;37412945;100179814;41427631;38748242;103755310;PASS
2007;tt0758758;20000000;18354356;56395211;22470870;20621917;63362472;FAIL
1998;tt0120844;70000000;70187658;117800000;100039262;100307450;168351786;PASS
1996;tt0117589;4500000;13417292;13417292;6683242;19926891;19926891;PASS
2011;tt1564349;37000000;72286779;96068724;38320559;74866751;99497492;FAIL
2009;tt1201167;72500000;51855045;71880305;78715541;56300661;78042718;FAIL
2006;tt0490166;825000;;610776;953532;;705933;PASS
2004;tt0298148;70000000;441226247;937008132;86323501;544117065;1155511754;PASS
2005;tt0367089;1500000;7372734;11191423;1789550;8795916;13351738;FAIL
1984;tt0087995;1500000;2300000;2300000;3362166;5155321;5155321;FAIL
2004;tt0327554;100000000;40202379;82145379;123319288;49577287;101301096;PASS
1995;tt0114436;40000000;20350754;37750754;61151178;31111815;57712577;PASS
1994;tt0109686;16000000;127175374;246400000;25146635;199877046;387258182;FAIL
2007;tt0486655;70000000;38634938;135556675;78648044;43408033;152303819;PASS
1999;tt0147800;13000000;38177966;60414025;18180006;53390436;84486720;PASS
2008;tt0976051;32500000;34194407;113019290;35173330;37007113;122315840;FAIL
2013;tt1905041;160000000;238679850;788128122;160000000;238679850;788128122;PASS
2008;tt1125849;6000000;26238243;46634275;6493538;28396504;50470238;FAIL
1997;tt0120461;90000000;47546796;120100000;130611431;69001723;174293699;PASS
1984;tt0087298;2600000;32980880;32980880;5827754;73924796;73924796;PASS
2002;tt0304669;65000000;139225854;172825854;84186649;180322432;223840454;FAIL
1994;tt0110357;79300000;422780140;952880140;124633011;664468621;1497608078;FAIL
1984;tt0088161;8000000;62599495;62599495;17931552;140313263;140313263;FAIL
1974;tt0072271;140000;26572439;26572439;661322;125520924;125520924;FAIL
2006;tt0429589;45000000;28142535;49610898;52010836;32527039;57340095;FAIL
2009;tt0808151;150000000;133375846;490875846;162859739;144810370;532959416;FAIL
2006;tt0464049;3700000;2730296;13425589;4276446;3155666;15517247;FAIL
2000;tt0198021;15000000;33771174;40862054;20293626;45689304;55282615;PASS
2003;tt0286716;137000000;132177234;245229234;173453913;167347872;310481535;FAIL
1996;tt0117060;80000000;180981886;457697994;118813194;268787949;679757008;FAIL
2009;tt1131734;16000000;16204793;32832166;17371706;17594056;35646920;PASS
1989;tt0096895;35000000;251188924;411348924;65785609;472131898;773166847;FAIL
2005;tt0383222;25000000;2405420;3605420;29825828;2869746;4301386;FAIL
2007;tt00293564;180000000;140125968;253025968;202237827;157437618;284285677;FAIL
1982;tt0083944;14000000;47212904;125212904;33785752;113937390;302172295;FAIL
2005;tt0434409;50000000;70511035;129231542;59651656;84122001;154177511;PASS
1989;tt0098546;5000000;6157157;6157157;9397944;11572924;11572924;FAIL
2010;tt1226273;60000000;43313890;81208697;64093910;46269276;86749716;FAIL
2009;tt1057500;49000000;37491364;124491364;53200848;40705558;135164207;FAIL
1997;tt0118971;57000000;61007424;153007424;82720573;88536300;222050207;PASS
1996;tt0117571;15000000;103046663;173046663;22277474;153041290;257002834;PASS
2002;tt0268380;65000000;176387405;386116343;84186649;228453301;500089862;FAIL
1996;tt0116705;60000000;60592389;129832389;89109896;89989691;192822510;FAIL
1998;tt0147004;6000000;4595000;21787233;8574794;6566863;31136839;PASS
2001;tt0260866;50000000;54997476;104488383;65792298;72368206;137490616;PASS
1999;tt0120616;80000000;155385488;416385488;111876962;217300705;582299294;FAIL
2013;tt1727388;5000000;21502690;26161443;5000000;21502690;26161443;PASS
1984;tt0087538;40000000;176591618;359091618;89657760;395820224;804883755;PASS
1995;tt0114814;6000000;23341568;34449356;9172677;35684110;52665468;FAIL
2002;tt0217505;97000000;77730500;190400000;125632384;100674928;246602123;FAIL
2009;tt1315981;7000000;9176000;28142379;7600121;9962673;30555070;FAIL
1977;tt0075686;4000000;38251425;38251425;15372585;147005823;147005823;PASS
1997;tt0119925;80000000;17650704;17650704;116099050;25615375;25615375;FAIL
2006;tt0446046;30000000;34742066;65390493;34673890;40154753;75578093;PASS
2003;tt0325703;90000000;65653758;156453758;113947826;83123367;198084062;FAIL
2001;tt0183790;41000000;56083966;100622586;53949684;73797860;132403823;FAIL
2007;tt0481141;28000000;43107979;91665799;31459218;48433689;102990511;PASS
1995;tt0113957;22000000;50621733;110521733;33633148;77389465;168963355;PASS
1997;tt0119468;27000000;60527873;60527873;39183429;87840357;87840357;FAIL
2010;tt1182350;15000000;3247816;34247816;16023478;3469420;36584608;PASS
2000;tt0195685;50000000;125548685;257805243;67645419;169855868;348786874;PASS
2007;tt0848557;2750000;952620;5394447;3089745;1070310;6060896;PASS
2000;tt0221889;50000000;19452138;55940671;67645419;26316961;75682603;PASS
2009;tt1024744;18000000;0;627422;19543169;;681212;FAIL
2011;tt1596343;125000000;209837675;629841284;129461348;217326947;652320815;PASS
2001;tt0164334;28000000;74058698;105159085;36843687;97449838;138373157;PASS
2012;tt1645170;65000000;59650222;179379532;65951507;60523416;182005391;FAIL
1996;tt0117500;75000000;134069511;336069511;111387369;199115335;499118651;FAIL
2001;tt0261392;22000000;30059386;33762400;28948611;39553522;44426118;PASS
2012;tt1560985;1000000;53261944;101758489;1014639;54041622;103248087;PASS
1973;tt0070707;2000000;18344729;18344729;10487788;96197818;96197818;FAIL
2011;tt1742336;120000;1597486;3090593;124283;1654502;3200899;PASS
2004;tt0332452;150000000;133298577;484161265;184978932;164382856;597064223;FAIL
2007;tt0477348;25000000;74273505;164051250;28088587;83449513;184318713;FAIL
2010;tt1504320;15000000;138797449;430821166;16023478;148267855;460216888;PASS
2009;tt1135503;40000000;94125426;126646119;43429264;102194949;137503693;PASS
1998;tt0119313;30000000;60110313;81529000;42873969;85905591;116515728;PASS
2002;tt0283832;8000000;3076425;42376425;10361434;3984522;54885065;PASS
1999;tt0169547;15000000;130058047;356258047;20976930;181881240;498213351;PASS
1999;tt0120689;60000000;136801374;290701374;83907722;191311527;406534833;FAIL
2004;tt0387564;1200000;55185045;103096345;1479831;68053804;127137678;FAIL
2002;tt0280760;9000000;4777465;4777465;11656613;6187673;6187673;FAIL
1980;tt0080684;23000000;290271960;534171960;65038661;820821721;1510514303;FAIL
2004;tt0212712;12000000;1442338;19202856;14798315;1778681;23680825;PASS
2001;tt0241527;125000000;317575550;974755371;164480745;417880504;1282627914;PASS
1982;tt0084726;12000000;79912963;96800000;28959216;192851397;233604343;FAIL
2008;tt1084950;12000000;12796861;13326864;12987076;13849484;14423083;PASS
2009;tt1532957;4300000;199228;9791282;4668646;216308;10630704;FAIL
2005;tt0371724;45000000;51019112;104019112;53686491;60867491;124098247;FAIL
2012;tt1336608;70000000;38518613;50118613;71024700;39082470;50852278;PASS
2006;tt0783238;3300000;19875;19875;3814128;22971;22971;PASS
2002;tt0238924;12000000;1779284;1779284;15542151;2304492;2304492;FAIL
2012;tt1386703;125000000;58877969;198615996;126829821;59739858;201523449;FAIL
2002;tt0289408;25000000;11411644;16425701;32379480;14780124;21274227;PASS
2004;tt0363988;40000000;47958031;92111551;49327715;59141502;113591309;FAIL
2005;tt0427944;7500000;24793509;40016662;8947748;29579478;47741203;FAIL
2010;tt1279935;55000000;98711404;152269033;58752751;105446665;162658630;PASS
2000;tt0120630;42000000;106793915;227793915;56822152;144482383;308184297;PASS
2013;tt1535108;120000000;93050117;286192091;120000000;93050117;286192091;PASS
1999;tt0137523;65000000;37030102;100853753;90900032;51785192;141040144;FAIL
2004;tt0337921;45000000;32003620;61475984;55493679;39466636;75811746;PASS
1994;tt0109254;50000000;42586861;119180938;78583235;66932266;187312473;FAIL
2008;tt0368563;25000000;10103647;14805812;27056408;10934736;16023683;PASS
1984;tt0087469;28000000;179880271;333080271;62760432;403191555;746580777;FAIL
1993;tt0108052;25000000;96067179;321365567;40311473;154904378;518188770;PASS
2003;tt0257076;70000000;116877597;207154748;88626087;147977201;262275924;PASS
2005;tt0421239;26000000;57891803;95555805;31018861;69066839;114001241;PASS
2011;tt0873886;4000000;1065429;1065429;4142763;1103455;1103455;PASS
1991;tt0102070;65000000;17218916;17218916;111204624;29458817;29458817;PASS
2005;tt0432291;18000000;29511112;37048526;21474596;35207734;44200119;PASS
2005;tt0414387;28000000;38372662;120918508;33404928;45779857;144259786;PASS
2003;tt0301470;25000000;35623801;35623801;31652174;45102830;45102830;PASS
2002;tt0303361;1750000;145540;497339;2266564;188500;644143;PASS
1995;tt0112697;13700000;56598476;56598476;20944279;86526587;86526587;PASS
1998;tt0120780;48000000;37562568;77562568;68598351;53681880;110847172;FAIL
2013;tt1951264;130000000;424088260;857088260;130000000;424088260;857088260;PASS
1996;tt0116996;80000000;37771017;101371017;118813194;56096190;150552679;PASS
2010;tt1375666;160000000;292576195;832584416;170917095;312539208;889393184;FAIL
1992;tt0104412;42000000;19487173;66787173;69734584;32355474;110889898;FAIL
2005;tt0416320;15000000;23089926;87989926;17895497;27547047;104974897;PASS
2009;tt1121977;7000000;1110509;5010509;7600121;1205715;5440068;PASS
1996;tt0117723;18000000;26936265;26936265;26732969;40004796;40004796;FAIL
2012;tt1876451;10000000;24397469;24660323;10146386;24754613;25021315;PASS
2010;tt0926084;125000000;295983305;956399711;133528980;316178791;1021656625;PASS
2005;tt0348333;1125000;16124543;18673274;1342162;19237114;22277835;PASS
2002;tt0289043;8000000;45064915;82955633;10361434;58367141;107442412;PASS
1981;tt0082096;12000000;11487676;84970337;30742635;29430119;217684336;FAIL
2009;tt0327597;60000000;75286229;126037057;65143896;81740638;136842415;PASS
2012;tt1772341;165000000;189412677;473412677;167415363;192185407;480342759;PASS
1999;tt0120363;90000000;245852179;511358276;125861583;343814937;715115132;FAIL
2011;tt0448694;130000000;149260504;554987477;134639802;154587729;574795417;FAIL
1999;tt0120655;10000000;30651422;43948865;13984620;42864850;61460819;FAIL
2004;tt0299172;110000000;50026353;76482461;135651216;61692142;94317626;PASS
2009;tt0762125;60000000;42194060;108996113;65143896;45811424;118340524;FAIL
2008;tt1018785;27000000;44089964;44270131;29220920;47716642;47911629;PASS
2011;tt1268799;20000000;35061031;36265745;20713816;36312387;37560098;FAIL
2002;tt0120679;12000000;25885000;55710675;15542151;33525714;72155308;FAIL
1982;tt0083722;12500000;7000000;21000000;30165850;16892876;50678628;PASS
1995;tt0113749;6100000;2108367;2108367;9325555;3223228;3223228;FAIL
1998;tt0120735;1350000;3897569;28356188;1929329;5570142;40524745;FAIL
2002;tt0299658;30000000;170687518;307687518;38855376;221070926;398510478;PASS
2012;tt2094064;8000000;22549338;22549338;8117109;22879428;22879428;FAIL
2011;tt1448755;70000000;25124986;57777106;72498355;26021717;59839216;FAIL
2011;tt1650043;18000000;52698535;73695194;18642434;54579387;76325433;FAIL
2008;tt0918927;20000000;33446470;50946957;21645126;36197653;55137666;PASS
2005;tt0369441;140000000;110550000;201798116;167024638;131889812;240751838;PASS
2011;tt0471042;85000000;78046570;153470352;88033717;80832113;158947830;FAIL
1984;tt0086960;15000000;234760478;316300000;33621660;526202467;708968739;FAIL
2001;tt0232500;38000000;144512310;206512310;50002146;190155939;271738388;FAIL
2013;tt1814621;13000000;18007317;18007317;13000000;18007317;18007317;PASS
1980;tt0080761;17000000;65002019;91700771;48072054;183810620;259308493;FAIL
2010;tt1414382;20000000;25702053;32838945;21364637;27455751;35079607;PASS
2001;tt0259711;70000000;100614858;202726605;92109217;132393654;266756984;FAIL
1999;tt0120458;75000000;14010690;30626690;104884652;19593418;42830263;FAIL
2000;tt0146309;80000000;34566746;66554547;108232671;46765640;90042204;FAIL
2003;tt0311113;135000000;93926386;212912137;170921739;118918972;269565280;FAIL
2000;tt0168629;12500000;4157491;45557491;16911355;5624704;61635111;PASS
1973;tt0070047;12000000;204868002;402735134;62926730;1074306128;2111900435;PASS
2009;tt1194263;7000000;9176933;9696933;7600121;9963686;10528267;FAIL
1995;tt0114614;25000000;4064333;4064333;38219486;6213469;6213469;PASS
2010;tt0473075;200000000;90759676;335059676;213646368;96952376;357921415;FAIL
1985;tt0091578;400000;;;866022;;;FAIL
2000;tt0142032;45000000;27447471;27447471;60880877;37133914;37133914;PASS
1996;tt0117705;80000000;90463534;250200000;118813194;134353268;371588265;FAIL
2007;tt0857191;4000000;9427026;19174817;4494174;10591674;21543741;FAIL
2009;tt1188729;40000000;10330853;17033431;43429264;11216534;18493734;FAIL
2003;tt0266697;55000000;70098138;180098138;69634783;88750338;228019903;PASS
1997;tt0120094;20000000;35450113;35450113;29024763;51446556;51446556;PASS
2004;tt0357413;25000000;84136909;89366354;30829822;103757037;110205951;FAIL
2005;tt0432348;5000000;87025093;152925093;5965166;103823819;182444702;FAIL
2013;tt2053463;30000000;32172757;60288363;30000000;32172757;60288363;PASS
1983;tt0086393;39000000;59950623;59950623;91234849;140245796;140245796;PASS
2006;tt0414993;35000000;10144010;15461638;40452872;11724410;17870505;FAIL
2011;tt1318514;93000000;176760185;482860185;96319243;183068895;500093845;FAIL
2009;tt1049413;175000000;293004164;731542621;190003029;318123879;794258938;FAIL
2003;tt0282209;7000000;32539681;32539681;8862609;41198066;41198066;FAIL
1978;tt0077651;15000000;58269151;77514401;53560590;208062006;276781136;FAIL
2013;tt0770828;225000000;291045518;687999518;225000000;291045518;687999518;PASS
1984;tt0087928;4500000;81198894;81198894;10086498;182002774;182002774;FAIL
1999;tt0162661;70000000;101068340;207068340;97892342;141340236;289577211;PASS
2002;tt0307901;4500000;13084595;25344490;5828306;16946895;32825657;FAIL
2007;tt0373883;15000000;58269151;77514401;16853152;65467925;87090800;PASS
2007;tt0496436;10000000;;8243567;11235435;;9262006;FAIL
2006;tt0443543;16500000;39868642;83792062;19070640;46080031;96846559;FAIL
2007;tt0473308;1500000;19097550;22217183;1685315;21456928;24961971;PASS
1996;tt0116629;75000000;306169255;817400878;111387369;454711839;1213975115;PASS
2007;tt0783233;30000000;50980159;130200290;33706305;57278425;146285687;PASS
1996;tt0117951;3100000;16501785;24000785;4604011;24507872;35645124;FAIL
2009;tt1247662;10000000;100688;100688;10857316;109320;109320;PASS
1991;tt0102510;23000000;86930411;86930411;39349328;148724056;148724056;FAIL
2006;tt0370032;30000000;18522064;20722064;34673890;21407734;23950486;FAIL
1991;tt0101452;20000000;37537675;37537675;34216807;64220970;64220970;FAIL
1977;tt0076141;3400000;31063038;31063038;13066697;119379800;119379800;FAIL
2002;tt0167261;94000000;342548984;927048984;121746846;443662324;1200694576;FAIL
1991;tt0103064;100000000;204859496;516816151;171084037;350481895;884189932;FAIL
2010;tt1518812;2000000;977772;1869928;2136464;1044487;1997517;FAIL
1997;tt0120338;200000000;658672302;2185672302;290247625;955890356;3171930973;PASS
1980;tt0080339;3500000;83453539;83453539;9897188;235987236;235987236;FAIL
2005;tt0385307;60000000;48478006;101382396;71581988;57835867;120952557;PASS
2013;tt1800241;40000000;148430908;249484909;40000000;148430908;249484909;PASS
2011;tt0480687;36000000;45060734;83693266;37284868;46668987;86680344;FAIL
2008;tt0852713;25000000;48237389;70237389;27056408;52205219;76014858;PASS
2003;tt0306685;25000000;34657731;56434942;31652174;43879701;71451544;FAIL
2004;tt0391198;10000000;110359362;187281115;12331929;136094379;230953737;PASS
2008;tt0373051;45000000;101704370;240904370;48701534;110070196;260720275;FAIL
2012;tt2243973;87000000;165092266;350100280;88273555;167508980;355225246;PASS
2000;tt0185431;80000000;39442871;58270391;108232671;53362591;78834500;FAIL
1973;tt0068699;15700000;15700000;15700000;82329139;82329139;82329139;FAIL
1995;tt0114323;33000000;17142080;41495213;50449722;26206460;63437029;PASS
2002;tt0295178;63000000;213117789;292738626;81596291;276025731;379148984;FAIL
1999;tt0165643;10000000;5241315;5241315;13984620;7329780;7329780;PASS
2000;tt0122459;24000000;32662299;32662299;32469801;44189098;44189098;FAIL
1993;tt0107943;15000000;22954968;63954968;24186884;37013943;103124758;FAIL
2005;tt0398712;30000000;20040895;36040895;35790994;23909452;42997982;PASS
2011;tt1152398;17000000;27865571;38028230;17606743;28860115;39385487;FAIL
2000;tt0134084;40000000;89138076;161838076;54116335;120595650;218952089;PASS
2007;tt0445934;61000000;118594548;145594548;68536152;133246132;163581806;PASS
2004;tt0343818;105000000;144801023;348601023;129485252;178567590;429892298;FAIL
2001;tt0240462;72000000;112950721;176101721;94740909;148625750;231722738;PASS
1989;tt0097499;9000000;10161099;10161099;16916300;19098688;19098688;PASS
2013;tt1322269;25000000;37304874;50304874;25000000;37304874;50304874;PASS
2006;tt0400717;85000000;85105259;189901703;98242689;98364347;219487695;FAIL
2008;tt0811080;120000000;43945766;93394462;129870757;47560583;101076746;PASS
2002;tt0292644;4000000;6525762;11799060;5180717;8452031;15281897;FAIL
1998;tt0133751;15000000;40283321;40283321;21436985;57570196;57570196;FAIL
1995;tt0114148;55000000;141579773;347100000;84082870;216444248;530639350;PASS
2012;tt1409024;215000000;179020854;624821154;218147292;181641463;633967639;FAIL
1986;tt0091738;18000000;41382841;41382841;38227765;87887418;87887418;PASS
2000;tt0184894;55000000;56932305;71189835;74409961;77024193;96313324;FAIL
1996;tt0118113;1000000;1287480;1615787;1485165;1912120;2399710;PASS
2005;tt0415978;2000000;3885134;8425527;2386066;4635094;10051933;PASS
2010;tt1433108;12000000;23240020;35658648;12818782;24825729;38091703;FAIL
2011;tt0472399;42500000;29121498;76347393;44016858;30160867;79072292;FAIL
1988;tt0095489;12300000;48092846;81972846;24226658;94725930;161457571;PASS
2010;tt1028576;35000000;59699513;60376247;37388114;63772921;64495830;PASS
2010;tt0980970;155000000;104386950;418186950;165575935;111509464;446720616;PASS
2005;tt0424136;950000;1024640;8267066;1133381;1222429;9862884;PASS
2009;tt0878804;35000000;255959475;305705795;38000606;277903289;331914441;FAIL
2003;tt0337741;80000000;124685242;266685242;101286957;157862359;337646706;FAIL
2002;tt0264464;52000000;164606800;351106800;67349319;213195306;454746230;FAIL
1998;tt0118661;60000000;23385416;48585416;85747939;33420854;69434988;PASS
1996;tt0116778;25000000;25023424;32223424;37129123;37163912;47857099;FAIL
2008;tt0960731;80000000;110101975;218357961;86580505;119158557;236319281;PASS
2006;tt0385880;75000000;73661010;141267370;86684726;85137126;163276310;PASS
1999;tt0122933;30000000;106885658;176885658;41953861;149475534;247367876;FAIL
1988;tt0095631;30000000;38413606;81613606;59089410;75661244;160749995;FAIL
1996;tt0115736;4500000;3802260;7011317;6683242;5646983;10412962;PASS
2011;tt0816462;20000000;38264085;79114085;20713816;39629760;81937729;FAIL
2005;tt0338427;7500000;10284523;11758418;8947748;12269777;14028182;FAIL
2012;tt0401729;275000000;73058679;282778100;279025606;74128153;286917566;PASS
2013;tt0481499;135000000;187168425;573068425;135000000;187168425;573068425;FAIL
2008;tt1032755;18000000;5700626;27794339;19480614;6169538;30080599;FAIL
2004;tt0307453;75000000;161412000;367825111;92489466;199052129;453599307;FAIL
2008;tt0369436;80000000;120146040;163546040;86580505;130028810;176998734;PASS
2010;tt0800320;125000000;163214888;493214888;133528980;174351340;526867848;FAIL
2000;tt0187393;110000000;113330342;215300000;148819922;153325570;291281175;FAIL
2008;tt0467200;40000000;26814957;77714957;43290252;29020656;84107503;PASS
2005;tt0377107;20000000;7535331;8284331;23860663;8989900;9883481;PASS
2004;tt0371246;75000000;42044321;54344321;92489466;51848757;67017030;PASS
1999;tt0158983;21000000;52037603;52037603;29367703;72772612;72772612;FAIL
2005;tt0474361;300000;33312;33312;357910;39742;39742;PASS
2005;tt0121766;115000000;380270577;848998877;137198810;453675396;1012883787;FAIL
2012;tt1706593;12000000;64575175;127075175;12175663;65520463;128935373;FAIL
1985;tt0088944;10000000;35073978;35073978;21650558;75937118;75937118;FAIL
2006;tt0396171;63700000;2223293;133603463;73624227;2569674;154418394;PASS
2007;tt0822854;60000000;47003582;95703582;67412609;52810568;107527136;FAIL
2011;tt1270798;160000000;146408305;355408305;165710526;151633733;368093107;PASS
2008;tt1099212;37000000;192769854;397923934;40043484;208626391;430655689;PASS
2006;tt0405296;20000000;5501616;7405084;23115927;6358748;8558769;FAIL
2013;tt1690953;76000000;368065385;970766005;76000000;368065385;970766005;PASS
2009;tt0436339;150000000;119436770;287389685;162859739;129676275;312028062;FAIL
2002;tt0166813;80000000;73215310;106515310;103614337;94826948;137956416;FAIL
2013;tt1758795;1500000;3491669;3491669;1500000;3491669;3491669;PASS
2005;tt0399201;120000000;35818913;163018913;143163975;42733150;194486964;PASS
2006;tt0423169;2000000;199176;622806;2311593;230207;719837;FAIL
2009;tt0790712;6500000;1109660;1409660;7057255;1204793;1530512;FAIL
2009;tt1119646;35000000;277322503;469553471;38000606;301097804;509809040;FAIL
2010;tt1228705;170000000;312433331;623561331;181599413;333751233;666108069;PASS
2007;tt1179904;450000;107918810;194183034;505595;121251476;218173082;FAIL
2011;tt1464540;50000000;55100437;145982797;51784539;57067015;151193038;FAIL
1997;tt0128996;2900000;85000000;85000000;4208591;123355241;123355241;PASS
1984;tt0087078;18000000;26400000;26400000;40345992;59174122;59174122;FAIL
2012;tt1045658;21000000;132092958;227317397;21307410;134026609;230644998;PASS
1997;tt0118884;90000000;100920329;165900000;130611431;146459429;240760405;PASS
2011;tt1219289;27000000;79249455;169739455;27963651;82077930;175797590;FAIL
2005;tt0399295;42000000;24149632;62142629;50107391;28811311;74138215;FAIL
1998;tt0129387;22000000;176484651;360099999;31440911;252219917;514630544;PASS
1992;tt0103776;80000000;162833635;266824291;132827779;270360376;443020974;FAIL
1987;tt0093773;18000000;59735548;98267558;36907153;122481612;201487544;FAIL
2009;tt1191111;16000000;337997;337997;17371706;366974;366974;FAIL
2002;tt0253754;60000000;43254409;67312826;77710753;56022212;87182173;FAIL
2001;tt0161860;6500000;6173485;6173485;8552999;8123355;8123355;PASS
1998;tt0120890;20000000;29795299;55576699;28582646;42581425;79426456;FAIL
2008;tt1104733;9000000;4886216;4898285;9740307;5288138;5301200;PASS
2010;tt1285016;40000000;96962694;224922135;42729274;103578637;240268986;FAIL
2008;tt1000774;57500000;152647258;415247258;62229738;165203458;449403966;PASS
1994;tt0110367;15000000;50003303;50003303;23574970;78588426;78588426;PASS
1994;tt0109504;14000000;13024170;13024170;22003306;20469628;20469628;PASS
2002;tt0246460;142000000;160942139;431942139;183915449;208448913;559442481;FAIL
2011;tt0945513;32000000;54712227;140428499;33142105;56664949;145440503;FAIL
1997;tt0119822;50000000;148478011;314111923;72561906;215476950;455851198;PASS
2010;tt1470827;500000;237301;5639730;534116;253492;6024539;FAIL
1988;tt0096061;32000000;60328558;60328558;63028704;118825964;118825964;PASS
2004;tt0356721;22000000;12784713;20034713;27130243;15766017;24706665;PASS
1993;tt0107007;25000000;10731997;10731997;40311473;17304904;17304904;FAIL
2007;tt0416508;16500000;18663911;39364948;18538467;20969716;44228231;PASS
2009;tt0929632;10000000;47566524;68722848;10857316;51644478;74614567;PASS
2003;tt0304415;65000000;63803100;141205169;82295652;80780273;178778023;PASS
1990;tt0100263;7000000;5017971;5017971;12480828;8946919;8946919;PASS
2003;tt0242653;110000000;139259759;424259759;139269565;176314964;537149747;PASS
2001;tt0245674;19000000;41867960;68467960;25001073;55091786;90093288;FAIL
2002;tt0279113;8000000;14018296;16856124;10361434;18156206;21831701;PASS
2011;tt1462041;50000000;21302340;39932340;51784539;22062637;41357557;PASS
1998;tt0120744;35000000;56968169;56968169;50019631;81415051;81415051;FAIL
2008;tt0765476;60000000;11803254;50648806;64935379;12774146;54814990;FAIL
1977;tt0075784;26000000;50800000;50800000;99921804;195231833;195231833;FAIL
2005;tt0257516;35000000;19294901;25114901;41756160;23019456;29962909;PASS
2007;tt0477071;20000000;47852604;81461343;22470870;53764481;91525361;PASS
2007;tt0787475;25000000;13938332;14334401;28088587;15660322;16105323;FAIL
2013;tt1428538;50000000;55703475;225703475;50000000;55703475;225703475;PASS
2011;tt1634122;45000000;8305970;164539660;46606085;8602417;170412210;FAIL
2009;tt0971209;14000000;15515460;22815460;15200242;16845625;24771466;FAIL
1997;tt0119081;60000000;26673242;26673242;87074287;38709226;38709226;PASS
2000;tt0210945;30000000;115654751;136706683;40587251;156470282;184951617;FAIL
2013;tt1699755;15000000;9177065;9177065;15000000;9177065;9177065;FAIL
2008;tt0838283;65000000;100468793;128468793;70346660;108732985;139036162;FAIL
1988;tt0094612;7000000;20257000;20257000;13787529;39899139;39899139;FAIL
2009;tt0821642;60000000;31720158;38454152;65143896;34439578;41750888;FAIL
2000;tt0195714;23000000;53302314;112036870;31116893;72113147;151575620;FAIL
2004;tt0372183;85000000;176087450;288587450;104821395;217149789;355883988;FAIL
2011;tt1372686;10000000;749641;1049641;10356908;776396;1087104;FAIL
2006;tt0463034;54000000;75802010;130402010;62413003;87611686;150718167;FAIL
2007;tt0453556;35000000;54149098;96096018;39324022;60838866;107968055;FAIL
2013;tt1821549;12000000;17482517;17482517;12000000;17482517;17482517;PASS
2003;tt0338459;40000000;111760631;167851995;50643478;141498677;212515222;PASS
2013;tt1170358;250000000;257397516;937397516;250000000;257397516;937397516;FAIL
2006;tt0405336;17000000;275380;364607;19648538;318283;421411;PASS
1998;tt0154420;1300000;1647780;1647780;1857872;2354896;2354896;FAIL
1996;tt0116583;100000000;100138851;325500000;148516493;148722709;483421183;FAIL
2013;tt1213663;20000000;26004851;46578821;20000000;26004851;46578821;FAIL
1994;tt0111438;28000000;44853581;102053581;44006612;70494790;160394011;FAIL
2011;tt1441326;1000000;2981038;3531038;1035691;3087434;3657064;PASS
2008;tt1139797;4500000;2122085;12247682;4870153;2296640;13255131;FAIL
2008;tt0970416;80000000;79366978;233066978;86580505;85895413;252238208;PASS
2006;tt0206634;76000000;35552383;69450202;87840522;41091314;80270290;PASS
1988;tt0095016;28000000;81350242;139109346;55150116;160231261;273996307;PASS
2006;tt0383060;35000000;11989328;12506188;40452872;13857222;14454606;PASS
2004;tt0327679;35000000;22913677;22913677;43161751;28256983;28256983;PASS
2008;tt0397892;150000000;114053759;313953759;162338447;123435400;339778437;PASS
2008;tt0936501;25000000;145000989;226941585;27056408;156928235;245608963;PASS
1995;tt0112384;65000000;172070496;334100000;99370665;263057839;510765217;PASS
2010;tt1542344;18000000;18335230;60735230;19228173;19586277;64879307;FAIL
2013;tt1583421;140000000;122523060;371923060;140000000;122523060;371923060;PASS
2001;tt0240772;85000000;183417150;450728529;111846906;241348715;593089313;FAIL
1997;tt0417001;35000000;43894863;58894863;50793334;63701899;85470471;FAIL
1995;tt0113416;250000;2210408;2477155;382195;3379226;3787024;PASS
2005;tt0393109;450000;2075743;4087493;536865;2476430;4876515;FAIL
1998;tt0130827;1750000;7267324;14533173;2500982;10385968;20769827;FAIL
2003;tt0181852;170000000;150358296;433058296;215234783;190366677;548289460;PASS
2001;tt0035423;48000000;47095453;70937778;63160606;61970361;93343188;FAIL
2000;tt0120917;100000000;89296573;169296573;135290838;120810082;229042753;PASS
2010;tt0814255;95000000;88768303;226467130;101482025;94825128;241919399;FAIL
1994;tt0110857;10000000;126247;126247;15716647;198418;198418;FAIL
2005;tt0435625;7000000;26024456;57029609;8351232;31048038;68038213;PASS
2002;tt0296166;3000000;5853194;5853194;3885538;7580935;7580935;PASS
2013;tt1606378;92000000;67349198;304249198;92000000;67349198;304249198;FAIL
1997;tt0118688;125000000;107325195;238317814;181404766;155754415;345855898;FAIL
